,playlist_id,num_tracks,num_albums,num_followers,num_artists,avg_song_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_popularity
364,250,46,41,1,37,218708,0.664,0.774,0.10300000000000001,0.055,0.0,0.218,0.606,73.714
365,251,128,114,15,90,229765,0.54,0.635,0.049,0.133,0.11599999999999999,0.168,0.441,70.133
366,252,9,6,1,4,253012,0.428,0.637,0.084,0.426,0.009000000000000001,0.322,0.386,66.5
367,253,118,85,1,56,240504,0.495,0.82,0.065,0.076,0.004,0.205,0.515,75.52
368,254,25,15,1,12,228088,0.857,0.6559999999999999,0.281,0.23800000000000002,0.0,0.204,0.7070000000000001,73.5
370,255,44,33,2,27,185480,0.708,0.597,0.06,0.501,0.0,0.21600000000000003,0.9520000000000001,66.5
373,256,63,42,2,36,230937,0.523,0.537,0.09699999999999999,0.39299999999999996,0.0,0.125,0.26899999999999996,70.6
374,257,122,111,1,88,233731,0.531,0.637,0.046,0.267,0.006,0.201,0.623,73.02199999999999
375,258,82,57,1,36,239913,0.618,0.552,0.032,0.354,0.005,0.16699999999999998,0.511,68.071
376,259,88,77,1,66,237922,0.606,0.723,0.1,0.071,0.002,0.297,0.42200000000000004,68.727
378,260,69,37,1,15,220328,0.545,0.662,0.034,0.32899999999999996,0.0,0.159,0.473,72.5
379,261,99,75,7,55,226731,0.46,0.7929999999999999,0.047,0.373,0.001,0.244,0.795,25.5
380,262,134,103,3,67,222449,0.7,0.677,0.106,0.107,0.0,0.16,0.639,74.625
381,263,54,39,1,33,247018,0.531,0.619,0.035,0.408,0.0,0.13,0.266,72.0
383,264,31,30,2,29,199674,0.65,0.598,0.03,0.281,0.0,0.13699999999999998,0.594,73.0
384,265,46,43,2,37,238735,0.47200000000000003,0.75,0.04,0.187,0.0,0.15,0.297,69.333
385,266,27,26,1,23,253680,0.58,0.516,0.032,0.377,0.002,0.10300000000000001,0.441,70.6
386,267,23,22,1,16,224980,0.525,0.491,0.033,0.506,0.003,0.136,0.408,66.429
387,268,5,4,1,3,200594,0.426,0.693,0.095,0.278,0.0,0.212,0.442,62.5
389,269,174,161,2,140,212671,0.657,0.653,0.081,0.213,0.044000000000000004,0.21100000000000002,0.495,69.933
391,270,68,56,3,47,181207,0.526,0.321,0.051,0.735,0.635,0.115,0.184,62.5
392,271,88,78,1,70,230878,0.653,0.74,0.091,0.228,0.016,0.11699999999999999,0.53,74.25
394,272,23,21,1,20,246392,0.547,0.6509999999999999,0.107,0.263,0.0,0.187,0.473,76.25
395,273,61,57,1,45,214418,0.561,0.5720000000000001,0.039,0.44299999999999995,0.011000000000000001,0.16899999999999998,0.623,69.765
396,274,152,103,1,75,231524,0.6609999999999999,0.7340000000000001,0.166,0.083,0.016,0.111,0.62,78.375
401,275,170,162,4,133,211637,0.664,0.802,0.075,0.077,0.0,0.163,0.45,63.562
402,276,129,99,1,94,342822,0.6409999999999999,0.17,0.037000000000000005,0.7709999999999999,0.006,0.10099999999999999,0.451,60.0
403,277,210,167,4,119,227604,0.6990000000000001,0.675,0.149,0.184,0.002,0.207,0.455,73.75
404,278,73,26,1,17,202867,0.41100000000000003,0.868,0.07200000000000001,0.027000000000000003,0.001,0.198,0.42100000000000004,71.304
405,279,214,168,1,94,232899,0.695,0.42700000000000005,0.083,0.534,0.002,0.136,0.433,80.625
406,280,228,130,2,73,253584,0.48100000000000004,0.764,0.06,0.059000000000000004,0.023,0.165,0.485,69.15899999999999
407,281,51,9,1,3,224780,0.415,0.022000000000000002,0.085,0.987,0.905,0.12300000000000001,0.264,36.0
409,282,33,28,1,22,269420,0.75,0.71,0.363,0.23199999999999998,0.0,0.098,0.6779999999999999,79.0
410,283,87,17,1,10,248896,0.38299999999999995,0.93,0.08199999999999999,0.002,0.002,0.242,0.32,54.42100000000001
411,284,169,135,1,104,224698,0.664,0.625,0.071,0.183,0.001,0.14,0.40399999999999997,73.16
412,285,189,107,2,69,215860,0.537,0.618,0.034,0.225,0.002,0.11,0.46299999999999997,65.6
413,286,22,22,1,21,242998,0.708,0.7190000000000001,0.049,0.146,0.0,0.15,0.746,76.667
414,287,17,15,1,10,213167,0.647,0.8420000000000001,0.076,0.01,0.0,0.08800000000000001,0.507,77.0
415,288,12,9,1,6,206145,0.452,0.9259999999999999,0.075,0.033,0.0,0.22699999999999998,0.517,69.2
416,289,44,42,1,29,226623,0.696,0.7,0.048,0.265,0.071,0.141,0.57,74.6
419,290,121,110,1,87,258241,0.634,0.589,0.091,0.321,0.166,0.26899999999999996,0.5760000000000001,67.4
421,291,23,21,1,20,250400,0.49,0.5529999999999999,0.04,0.385,0.157,0.11699999999999999,0.498,72.286
422,292,55,47,1,28,241844,0.866,0.725,0.256,0.235,0.0,0.17,0.7340000000000001,74.333
423,293,18,11,1,7,215160,0.759,0.428,0.066,0.114,0.0,0.114,0.171,76.5
424,294,122,89,1,62,294712,0.42,0.623,0.035,0.16699999999999998,0.0,0.22,0.25,54.312
426,295,90,69,3,59,226813,0.5870000000000001,0.583,0.045,0.34299999999999997,0.005,0.156,0.447,75.958
427,296,113,100,4,81,222456,0.7140000000000001,0.828,0.068,0.13,0.009000000000000001,0.163,0.6509999999999999,75.625
428,297,111,88,1,72,217360,0.602,0.5760000000000001,0.07200000000000001,0.256,0.0,0.113,0.547,68.6
429,298,41,36,7,33,231683,0.54,0.835,0.075,0.059000000000000004,0.003,0.121,0.364,58.5
431,299,94,86,1,74,236920,0.489,0.755,0.039,0.066,0.0,0.2,0.396,74.222
432,300,84,80,1,74,252577,0.515,0.516,0.046,0.44,0.098,0.21,0.483,66.571
433,301,29,25,1,21,256707,0.45799999999999996,0.34299999999999997,0.034,0.631,0.0,0.09300000000000001,0.16699999999999998,60.667
434,302,100,67,1,39,241653,0.6709999999999999,0.6659999999999999,0.11800000000000001,0.395,0.0,0.235,0.584,72.846
435,303,44,35,1,28,248063,0.49,0.731,0.035,0.322,0.161,0.192,0.563,70.0
436,304,151,72,2,34,252759,0.456,0.9009999999999999,0.092,0.013000000000000001,0.002,0.18600000000000003,0.495,68.12
437,305,199,157,1,131,223822,0.578,0.611,0.079,0.34700000000000003,0.0,0.14800000000000002,0.45,70.867
438,306,92,84,1,73,250070,0.5760000000000001,0.619,0.035,0.163,0.012,0.127,0.345,68.333
439,307,174,116,2,77,244672,0.8340000000000001,0.765,0.231,0.17,0.0,0.166,0.765,72.75
441,308,203,176,4,141,244303,0.529,0.431,0.035,0.46299999999999997,0.008,0.136,0.369,64.875
442,309,195,151,4,87,249551,0.594,0.6859999999999999,0.106,0.106,0.0,0.182,0.498,72.917
443,310,41,38,2,36,258268,0.626,0.623,0.039,0.28600000000000003,0.27699999999999997,0.135,0.63,73.6
445,311,24,21,1,16,247852,0.47600000000000003,0.67,0.032,0.11199999999999999,0.0,0.107,0.419,69.5
446,312,42,40,1,36,215755,0.622,0.642,0.052000000000000005,0.28300000000000003,0.004,0.158,0.7290000000000001,75.375
448,313,26,24,1,23,219058,0.705,0.578,0.114,0.267,0.002,0.127,0.306,75.0
450,314,74,56,2,41,215611,0.624,0.7759999999999999,0.094,0.087,0.0,0.145,0.605,74.111
452,315,77,71,2,59,218237,0.687,0.742,0.11800000000000001,0.166,0.016,0.20199999999999999,0.5720000000000001,74.8
453,316,159,124,1,108,237951,0.545,0.585,0.045,0.371,0.001,0.14800000000000002,0.503,70.25
454,317,159,82,1,36,225059,0.7879999999999999,0.573,0.171,0.248,0.001,0.182,0.47200000000000003,82.0
455,318,45,42,1,40,229195,0.65,0.684,0.085,0.067,0.001,0.165,0.36,68.0
456,319,240,139,1,87,214181,0.586,0.626,0.036000000000000004,0.198,0.0,0.14400000000000002,0.623,58.0
457,320,63,58,3,52,224662,0.607,0.647,0.054000000000000006,0.121,0.0,0.165,0.49,62.333
458,321,89,81,1,71,232864,0.573,0.579,0.059000000000000004,0.27,0.002,0.26,0.475,76.571
459,322,102,87,2,78,241937,0.68,0.6559999999999999,0.039,0.136,0.0,0.109,0.33,71.0
460,323,95,89,3,64,241466,0.517,0.503,0.036000000000000004,0.43700000000000006,0.001,0.125,0.42700000000000005,76.9
461,324,18,18,2,18,243411,0.6559999999999999,0.5479999999999999,0.138,0.27,0.0,0.132,0.838,70.333
462,325,51,42,2,33,227896,0.873,0.54,0.26,0.019,0.006999999999999999,0.10400000000000001,0.408,79.0
464,326,13,13,1,13,219049,0.7390000000000001,0.655,0.055,0.301,0.0,0.09300000000000001,0.575,80.0
465,327,140,69,2,20,168387,0.621,0.853,0.09699999999999999,0.069,0.0,0.273,0.623,61.333
466,328,26,17,1,14,213745,0.371,0.265,0.034,0.542,0.445,0.129,0.06,63.0
468,329,140,117,4,104,237937,0.679,0.626,0.055999999999999994,0.107,0.174,0.204,0.518,59.857
469,330,62,20,1,12,211308,0.5329999999999999,0.875,0.062,0.057999999999999996,0.003,0.161,0.597,61.75
470,331,173,66,1,70,191789,0.469,0.292,0.037000000000000005,0.614,0.315,0.209,0.522,58.667
471,332,142,102,1,83,227257,0.623,0.605,0.09699999999999999,0.17600000000000002,0.001,0.28300000000000003,0.5,74.5
472,333,139,68,1,26,230483,0.479,0.76,0.05,0.052000000000000005,0.011000000000000001,0.133,0.42,64.333
473,334,51,41,1,29,246780,0.685,0.488,0.257,0.498,0.005,0.12,0.363,77.75
475,335,175,144,1,111,228538,0.45799999999999996,0.433,0.038,0.496,0.063,0.16,0.263,67.346
476,336,78,67,1,65,232336,0.517,0.532,0.039,0.41,0.01,0.131,0.316,75.706
478,337,60,52,1,48,218205,0.662,0.735,0.115,0.023,0.0,0.207,0.495,72.714
479,338,51,38,1,26,225055,0.665,0.629,0.027000000000000003,0.215,0.0,0.135,0.508,72.0
480,339,99,78,1,50,225778,0.584,0.752,0.064,0.129,0.006999999999999999,0.157,0.6,77.882
483,340,241,131,1,69,223978,0.532,0.6659999999999999,0.042,0.18,0.084,0.287,0.40399999999999997,71.176
484,341,21,20,1,18,214250,0.619,0.6509999999999999,0.06,0.406,0.026000000000000002,0.205,0.48700000000000004,76.167
485,342,57,53,1,52,254183,0.486,0.777,0.045,0.005,0.002,0.193,0.525,71.154
486,343,17,5,1,3,225733,0.633,0.6559999999999999,0.049,0.209,0.361,0.3,0.265,61.0
487,344,41,40,1,34,220606,0.635,0.6679999999999999,0.052000000000000005,0.09,0.02,0.22899999999999998,0.345,72.25
488,345,36,36,1,33,181797,0.708,0.597,0.06,0.501,0.0,0.21600000000000003,0.9520000000000001,66.5
489,346,59,42,1,35,219604,0.6659999999999999,0.5870000000000001,0.048,0.364,0.0,0.157,0.607,79.0
490,347,15,9,1,9,221971,0.627,0.562,0.032,0.424,0.0,0.10400000000000001,0.613,71.5
491,348,218,183,2,156,226922,0.527,0.8029999999999999,0.081,0.066,0.002,0.25,0.535,71.391
493,349,58,44,1,36,280629,0.44,0.899,0.099,0.002,0.001,0.11,0.535,71.25
494,350,27,27,1,23,230902,0.5479999999999999,0.312,0.036000000000000004,0.74,0.0,0.147,0.278,70.0
496,351,20,20,1,20,221573,0.594,0.55,0.03,0.249,0.0,0.19,0.743,74.25
498,352,71,41,1,20,229905,0.46,0.746,0.055999999999999994,0.047,0.049,0.22399999999999998,0.45799999999999996,67.938
499,353,87,78,1,69,232925,0.665,0.649,0.052000000000000005,0.2,0.011000000000000001,0.16899999999999998,0.484,76.083
500,354,28,26,1,24,231552,0.523,0.644,0.061,0.25,0.10099999999999999,0.152,0.608,74.25
501,355,28,19,1,14,219225,0.73,0.649,0.045,0.36200000000000004,0.0,0.095,0.625,72.5
502,356,52,45,1,43,211559,0.568,0.562,0.049,0.251,0.0,0.14300000000000002,0.251,65.0
503,357,25,18,2,16,175832,0.45899999999999996,0.17300000000000001,0.040999999999999995,0.7440000000000001,0.914,0.23399999999999999,0.168,61.0
504,358,158,132,1,92,278012,0.7829999999999999,0.657,0.11599999999999999,0.193,0.053,0.17800000000000002,0.733,71.611
505,359,54,40,1,30,241608,0.6509999999999999,0.602,0.05,0.242,0.064,0.17800000000000002,0.522,75.5
506,360,71,45,1,22,220183,0.763,0.757,0.06,0.275,0.0,0.162,0.753,74.571
509,361,85,73,3,55,250573,0.595,0.665,0.038,0.218,0.001,0.16899999999999998,0.46,75.5
510,362,36,20,1,16,233264,0.698,0.447,0.221,0.358,0.0,0.203,0.337,79.0
511,363,32,22,3,20,222409,0.584,0.442,0.077,0.715,0.0,0.251,0.379,79.333
512,364,33,31,1,26,246387,0.467,0.4,0.031,0.405,0.0,0.17300000000000001,0.34600000000000003,66.667
513,365,46,45,1,36,199036,0.6659999999999999,0.735,0.077,0.084,0.0,0.11900000000000001,0.39,72.0
514,366,31,26,1,17,229319,0.531,0.6829999999999999,0.059000000000000004,0.212,0.001,0.161,0.593,61.25
516,367,188,171,13,140,258451,0.693,0.648,0.185,0.287,0.012,0.127,0.499,73.5
520,368,29,27,1,26,232402,0.585,0.342,0.044000000000000004,0.639,0.0,0.10099999999999999,0.26,73.75
521,369,127,108,1,85,215467,0.5479999999999999,0.66,0.067,0.20800000000000002,0.0,0.138,0.371,72.286
522,370,21,21,1,19,215981,0.614,0.758,0.081,0.006999999999999999,0.039,0.138,0.479,65.857
523,371,152,107,2,77,242237,0.809,0.654,0.271,0.125,0.0,0.385,0.596,63.333
526,372,127,118,6,96,224352,0.6859999999999999,0.755,0.125,0.11699999999999999,0.006999999999999999,0.245,0.619,72.227
527,373,49,45,3,32,269833,0.435,0.52,0.043,0.491,0.183,0.187,0.43200000000000005,67.143
528,374,137,88,1,42,187972,0.7929999999999999,0.473,0.157,0.344,0.004,0.16899999999999998,0.4,74.125
529,375,36,34,2,32,242786,0.619,0.624,0.043,0.303,0.0,0.11599999999999999,0.693,69.4
530,376,51,42,1,23,214335,0.589,0.823,0.051,0.057,0.013000000000000001,0.198,0.321,58.5
532,377,146,104,2,78,248125,0.503,0.44799999999999995,0.047,0.63,0.132,0.122,0.273,67.0
536,378,25,22,1,21,252292,0.561,0.496,0.032,0.499,0.0,0.129,0.509,69.0
540,379,52,46,1,31,235310,0.7609999999999999,0.79,0.08900000000000001,0.168,0.0,0.245,0.6659999999999999,75.25
541,380,33,28,1,25,237998,0.618,0.601,0.085,0.113,0.0,0.09699999999999999,0.557,78.0
542,381,68,63,1,51,238716,0.746,0.722,0.124,0.156,0.083,0.22,0.6970000000000001,78.556
543,382,87,74,1,66,269198,0.522,0.669,0.047,0.188,0.016,0.195,0.5529999999999999,72.905
544,383,77,74,1,72,208477,0.6,0.643,0.052000000000000005,0.215,0.0,0.16399999999999998,0.40299999999999997,73.2
546,384,50,45,1,36,232104,0.7440000000000001,0.644,0.141,0.145,0.003,0.2,0.501,78.625
548,385,19,18,1,16,258841,0.408,0.688,0.054000000000000006,0.196,0.0,0.121,0.41,72.25
551,386,33,27,1,21,242730,0.446,0.563,0.045,0.265,0.055,0.174,0.285,73.111
552,387,70,54,1,27,214285,0.522,0.737,0.043,0.316,0.0,0.094,0.578,74.667
553,388,215,106,2,54,241679,0.728,0.6940000000000001,0.054000000000000006,0.043,0.001,0.16399999999999998,0.85,62.333
555,389,55,55,1,46,220473,0.545,0.491,0.039,0.40399999999999997,0.006,0.204,0.527,71.44
556,390,52,44,2,32,240107,0.498,0.907,0.17300000000000001,0.10300000000000001,0.002,0.271,0.55,73.333
557,391,70,68,1,59,231104,0.514,0.8959999999999999,0.055999999999999994,0.018000000000000002,0.0,0.22899999999999998,0.642,64.0
558,392,47,36,1,27,238449,0.73,0.604,0.172,0.077,0.004,0.282,0.387,75.167
559,393,238,194,1,133,227616,0.758,0.6,0.1,0.13699999999999998,0.0,0.281,0.45,68.0
560,394,178,159,4,117,226726,0.703,0.7240000000000001,0.07,0.063,0.001,0.179,0.505,76.09100000000001
561,395,45,36,1,27,248278,0.688,0.78,0.35700000000000004,0.191,0.0,0.327,0.45299999999999996,73.0
563,396,14,12,2,12,222241,0.545,0.531,0.04,0.289,0.0,0.158,0.306,75.333
565,397,138,110,2,73,226005,0.547,0.7609999999999999,0.042,0.111,0.023,0.174,0.539,75.167
567,398,50,41,3,35,222747,0.5489999999999999,0.835,0.05,0.21600000000000003,0.0,0.26,0.5579999999999999,74.5
569,399,22,20,1,19,253252,0.5479999999999999,0.35100000000000003,0.03,0.727,0.022000000000000002,0.145,0.225,62.333
571,400,19,14,1,15,209918,0.494,0.282,0.062,0.594,0.0,0.27399999999999997,0.5920000000000001,65.6
572,401,177,144,3,115,226717,0.647,0.735,0.07400000000000001,0.111,0.013000000000000001,0.174,0.49200000000000005,71.8
573,402,81,50,2,24,225887,0.449,0.579,0.035,0.214,0.0,0.122,0.28300000000000003,72.0
574,403,18,16,2,15,213097,0.5479999999999999,0.703,0.049,0.044000000000000004,0.0,0.08800000000000001,0.625,79.0
575,404,45,40,1,31,234004,0.6759999999999999,0.6709999999999999,0.125,0.12,0.0,0.094,0.555,76.333
579,405,27,25,2,24,238566,0.534,0.361,0.046,0.68,0.024,0.21,0.414,69.25
580,406,48,45,1,36,267063,0.47100000000000003,0.733,0.040999999999999995,0.10300000000000001,0.009000000000000001,0.17800000000000002,0.496,77.72399999999999
581,407,82,59,3,44,222633,0.546,0.695,0.065,0.22399999999999998,0.001,0.18600000000000003,0.45,74.286
582,408,63,62,1,62,153131,0.511,0.43200000000000005,0.033,0.802,0.0,0.226,0.516,59.667
583,409,60,37,1,23,244808,0.79,0.377,0.14800000000000002,0.313,0.0,0.203,0.275,79.5
584,410,192,161,1,113,250300,0.556,0.722,0.059000000000000004,0.172,0.002,0.187,0.537,73.63
585,411,191,166,1,128,226406,0.809,0.556,0.111,0.149,0.0,0.12300000000000001,0.39299999999999996,80.0
586,412,205,151,3,120,236031,0.499,0.907,0.048,0.003,0.182,0.165,0.684,55.5
588,413,58,57,2,51,232203,0.653,0.674,0.053,0.18899999999999997,0.017,0.111,0.613,74.90899999999999
589,414,83,65,1,46,230268,0.721,0.684,0.092,0.006,0.0,0.34299999999999997,0.349,78.333
590,415,54,46,1,34,227277,0.8540000000000001,0.636,0.11199999999999999,0.11599999999999999,0.0,0.19899999999999998,0.551,68.25
591,416,19,17,1,8,246613,0.5489999999999999,0.45899999999999996,0.06,0.5529999999999999,0.001,0.397,0.445,72.333
592,417,154,90,3,70,257527,0.511,0.782,0.06,0.040999999999999995,0.002,0.23399999999999999,0.444,57.923
593,418,50,47,1,44,239184,0.561,0.728,0.046,0.185,0.001,0.287,0.6559999999999999,75.333
594,419,31,29,3,18,240472,0.742,0.423,0.073,0.23399999999999999,0.001,0.129,0.285,79.5
595,420,35,34,1,33,210876,0.574,0.469,0.053,0.39899999999999997,0.0,0.121,0.324,66.2
596,421,59,39,1,30,232605,0.562,0.598,0.059000000000000004,0.33399999999999996,0.05,0.152,0.521,73.5
599,422,15,15,1,15,241981,0.6409999999999999,0.722,0.033,0.059000000000000004,0.0,0.09300000000000001,0.49700000000000005,73.0
600,423,149,132,1,94,222797,0.639,0.6709999999999999,0.076,0.129,0.027000000000000003,0.20199999999999999,0.41600000000000004,73.839
601,424,35,30,1,29,228193,0.685,0.805,0.049,0.015,0.292,0.255,0.644,69.0
602,425,44,40,1,36,214612,0.636,0.742,0.054000000000000006,0.13699999999999998,0.012,0.16,0.6629999999999999,77.538
603,426,82,70,1,63,228898,0.684,0.46,0.073,0.415,0.0,0.155,0.44799999999999995,75.0
605,427,97,66,3,45,215051,0.7490000000000001,0.625,0.12300000000000001,0.126,0.0,0.22399999999999998,0.39299999999999996,69.333
606,428,114,81,1,35,207851,0.585,0.5870000000000001,0.036000000000000004,0.359,0.0,0.151,0.5479999999999999,74.0
607,429,124,110,3,94,247040,0.53,0.47100000000000003,0.053,0.457,0.037000000000000005,0.18100000000000002,0.446,68.941
608,430,99,74,2,67,226699,0.524,0.667,0.05,0.17,0.002,0.163,0.436,72.125
609,431,68,64,1,54,235426,0.585,0.706,0.055999999999999994,0.17300000000000001,0.049,0.159,0.7020000000000001,73.69
610,432,54,49,1,28,260171,0.578,0.557,0.042,0.327,0.001,0.182,0.628,75.0
611,433,147,110,1,71,246487,0.517,0.612,0.075,0.368,0.061,0.21899999999999997,0.635,68.6
612,434,81,68,1,60,219556,0.7709999999999999,0.628,0.149,0.073,0.005,0.11699999999999999,0.442,74.833
613,435,43,43,1,35,229343,0.478,0.802,0.04,0.057,0.0,0.126,0.722,56.5
614,436,62,45,1,38,240442,0.461,0.713,0.051,0.135,0.168,0.17,0.429,72.833
616,437,136,111,4,87,240749,0.49700000000000005,0.556,0.045,0.297,0.01,0.14,0.255,72.2
617,438,50,41,1,26,234946,0.627,0.768,0.057,0.077,0.0,0.13699999999999998,0.693,75.6
619,439,23,19,1,16,232289,0.611,0.6709999999999999,0.031,0.141,0.0,0.095,0.7140000000000001,75.0
620,440,20,19,1,19,221365,0.833,0.521,0.235,0.146,0.011000000000000001,0.121,0.435,77.0
621,441,101,69,1,50,235076,0.627,0.696,0.10300000000000001,0.059000000000000004,0.10400000000000001,0.14400000000000002,0.4,65.6
622,442,32,29,1,25,230000,0.467,0.539,0.055999999999999994,0.43799999999999994,0.223,0.136,0.276,68.25
623,443,53,50,2,44,253397,0.583,0.7120000000000001,0.05,0.166,0.006999999999999999,0.184,0.557,77.375
625,444,90,83,1,58,240239,0.531,0.644,0.044000000000000004,0.244,0.002,0.175,0.493,71.176
626,445,120,72,3,53,219373,0.727,0.34700000000000003,0.08199999999999999,0.33399999999999996,0.002,0.147,0.332,73.0
627,446,58,52,1,44,240842,0.59,0.8190000000000001,0.087,0.068,0.184,0.2,0.5429999999999999,63.556000000000004
628,447,21,20,1,20,236169,0.52,0.56,0.033,0.5670000000000001,0.0,0.18,0.6629999999999999,77.667
629,448,20,18,1,16,245204,0.601,0.6659999999999999,0.055,0.138,0.0,0.17800000000000002,0.643,78.0
630,449,62,56,1,51,220353,0.594,0.8109999999999999,0.057999999999999996,0.128,0.0,0.276,0.56,67.25
631,450,61,56,1,38,289156,0.59,0.7659999999999999,0.048,0.098,0.21899999999999997,0.152,0.384,69.75
632,451,51,45,1,26,265209,0.7829999999999999,0.618,0.067,0.15,0.003,0.087,0.83,74.571
633,452,194,107,2,65,209887,0.765,0.57,0.165,0.31,0.002,0.159,0.489,80.6
634,453,56,51,3,41,246034,0.564,0.7340000000000001,0.07,0.183,0.006,0.2,0.642,75.17399999999999
635,454,87,78,2,62,233513,0.7609999999999999,0.708,0.145,0.12,0.003,0.223,0.532,76.125
636,455,78,74,3,69,219425,0.478,0.782,0.08900000000000001,0.01,0.0,0.14,0.247,63.5
637,456,205,187,6,122,261273,0.562,0.705,0.059000000000000004,0.17800000000000002,0.043,0.184,0.662,73.186
640,457,38,34,1,24,222162,0.595,0.758,0.037000000000000005,0.431,0.004,0.132,0.8140000000000001,77.0
642,458,104,80,1,58,222803,0.8809999999999999,0.588,0.172,0.105,0.004,0.126,0.499,78.4
643,459,120,98,1,79,232907,0.5820000000000001,0.8140000000000001,0.066,0.147,0.036000000000000004,0.146,0.677,73.895
646,460,18,18,1,17,217799,0.66,0.677,0.037000000000000005,0.034,0.0,0.091,0.626,81.0
647,461,155,141,2,115,241525,0.451,0.882,0.08900000000000001,0.021,0.049,0.201,0.39299999999999996,65.028
648,462,134,114,8,87,240839,0.5329999999999999,0.37799999999999995,0.037000000000000005,0.599,0.003,0.149,0.446,62.9
649,463,110,70,1,45,237329,0.53,0.6829999999999999,0.032,0.078,0.013999999999999999,0.079,0.226,71.0
650,464,41,40,2,39,231751,0.584,0.625,0.037000000000000005,0.266,0.001,0.09699999999999999,0.557,74.25
652,465,40,36,1,32,243774,0.71,0.542,0.045,0.519,0.012,0.071,0.574,60.0
654,466,44,43,5,36,243390,0.5479999999999999,0.557,0.035,0.32899999999999996,0.0,0.156,0.608,75.615
655,467,50,34,2,31,181820,0.6,0.374,0.036000000000000004,0.544,0.001,0.25,0.763,66.5
656,468,103,89,1,63,210668,0.604,0.746,0.043,0.15,0.0,0.192,0.684,79.938
657,469,124,103,8,76,215835,0.516,0.762,0.33299999999999996,0.023,0.0,0.7240000000000001,0.506,68.5
658,470,64,53,1,40,265860,0.49200000000000005,0.785,0.062,0.038,0.006999999999999999,0.159,0.527,74.15
659,471,164,126,1,106,209624,0.521,0.804,0.163,0.031,0.0,0.321,0.503,64.429
660,472,91,53,2,25,217338,0.235,0.893,0.068,0.001,0.129,0.294,0.39899999999999997,75.333
661,473,58,55,1,42,225858,0.637,0.785,0.08800000000000001,0.095,0.013000000000000001,0.192,0.42700000000000005,67.6
